,release,title,origin,director,cast,genre
6525,1956,The First Traveling Saleslady,American,Arthur Lubin,"Ginger Rogers, Carol Channing",western
6526,1956,Flagpole Jitters,American,Jules White,Three Stooges,short
6527,1956,Flame of the Islands,American,Edward Ludwig,"Yvonne De Carlo, Howard Duff, Zachary Scott",film noir
6528,1956,Flesh and the Spur,American,Edward L. Cahn,"Marla English, Mike Connors",western
6529,1956,Flight to Hong Kong,American,Joseph M. Newman,"Rory Calhoun, Barbara Rush",drama
6530,1956,The Flying Sorceress,American,Hanna-Barbera,Tom and Jerry,animation
6531,1956,Forbidden Planet,American,Fred M. Wilcox,"Leslie Nielsen, Walter Pidgeon, Anne Francis",science fiction
6532,1956,For Crimin' Out Loud,American,Jules White,Three Stooges,short
6533,1956,Foreign Intrigue,American,Sheldon Reynolds,"Robert Mitchum, Geneviève Page, Ingrid Thulin",thriller
6534,1956,"Forever, Darling",American,Alexander Hall,"Lucille Ball, Desi Arnaz, James Mason",romantic comedy
6535,1956,Friendly Persuasion,American,William Wyler,"Gary Cooper, Dorothy McGuire, Anthony Perkins",drama
6536,1956,Full of Life,American,Richard Quine,"Judy Holliday, Richard Conte",drama
6537,1956,Fury at Gunsight Pass,American,Fred F. Sears,"David Brian, Neville Brand",western
6538,1956,Gaby,American,Curtis Bernhardt,"Leslie Caron, John Kerr",drama
6539,1956,Giant,American,George Stevens,"Rock Hudson, Elizabeth Taylor, James Dean, Mercedes McCambridge, Chill Wills, Dennis Hopper, Sal Mineo",warner bros
6540,1956,The Girl Can't Help It,American,Frank Tashlin,"Jayne Mansfield, Tom Ewell",comedy
6541,1956,The Girl He Left Behind,American,David Butler,"Natalie Wood, Tab Hunter",romance
6542,1956,Girls in Prison,American,Edward L. Cahn,"Richard Denning, Joan Taylor, Mae Marsh",sexploitation
6543,1956,Glory,American,David Butler,"Margaret O'Brien, Walter Brennan",musical
6544,1956,"Godzilla, King of the Monsters!",American,Ishirō Honda,"Raymond Burr, Takashi Shimura",science fiction
6545,1956,"Good-bye, My Lady",American,William A. Wellman,"Brandon deWilde, Walter Brennan",drama
6546,1956,Great Day in the Morning,American,Jacques Tourneur,"Robert Stack, Virginia Mayo, Ruth Roman",drama
6547,1956,The Great Locomotive Chase,American,Francis D. Lyon,"Fess Parker, Jeffrey Hunter",action
6548,1956,The Great American Pastime,American,Herman Hoffman,"Tom Ewell, Ann Miller",comedy
6549,1956,The Great Man,American,José Ferrer,"José Ferrer, Julie London, Ed Wynn",drama
6550,1956,Gun Brothers,American,Sidney Salkow,"Buster Crabbe, Ann Robinson",western
6551,1956,Gun the Man Down,American,Andrew V. McLaglen,"James Arness, Angie Dickinson",western
6552,1956,Gunslinger,American,Roger Corman,"John Ireland, Beverly Garland",western
6553,1956,Happy Go Ducky,American,Hanna-Barbera,Tom and Jerry,animation
6554,1956,The Harder They Fall,American,Mark Robson,"Humphrey Bogart, Rod Steiger, Jan Sterling",drama
6555,1956,He Laughed Last,American,Blake Edwards,"Frankie Laine, Anthony Dexter",comedy
6556,1956,Helen of Troy,American,Robert Wise,"Rossana Podesta, Jacques Sernas, Cedric Hardwicke, Janette Scott",drama
6557,1956,Hidden Guns,American,Albert C. Gannaway,"Bruce Bennett, Richard Arlen, Angie Dickinson",western
6558,1956,High Society,American,Charles Walters,"Grace Kelly, Bing Crosby, Frank Sinatra",musical comedy
6559,1956,Hilda Crane,American,Philip Dunne,"Jean Simmons, Guy Madison",drama
6560,1956,Hold Back the Night,American,Allan Dwan,"John Payne, Mona Freeman, Peter Graves",war drama
6561,1956,Hollywood or Bust,American,Frank Tashlin,"Dean Martin, Jerry Lewis, Anita Ekberg",comedy
6563,1956,Hot Blood,American,Nicholas Ray,"Jane Russell, Cornel Wilde, Joseph Calleia",drama
6564,1956,Hot Cars,American,Hot Cars,"John Bromfield, Joi Lansing",crime
6565,1956,Hot Rod Girl,American,Leslie Martinson,"Lori Nelson, Chuck Connors",action
6566,1956,Hot Stuff,American,Jules White,Three Stooges,short
6567,1956,The Houston Story,American,William Castle,"Barbara Hale, Gene Barry",drama
6568,1956,Huk!,American,John Barnwell,"George Montgomery, Mona Freeman",drama
6569,1956,Husbands Beware,American,Jules White,Three Stooges,short
6571,1956,Indestructible Man,American,Jack Pollexfen,"Lon Chaney, Jr., Ross Elliott",horror
6572,1956,The Indian Fighter,American,André de Toth,"Kirk Douglas, Walter Matthau",western
6573,1956,Inside Detroit,American,Fred F. Sears,"Pat O'Brien, Dennis O'Keefe",crime
6574,1956,The Intimate Stranger,American,Joseph Losey,"Richard Basehart, Mary Murphy",drama
6575,1956,Invasion of the Body Snatchers,American,Don Siegel,"Kevin McCarthy, Dana Wynter",science fiction
6576,1956,Invitation to the Dance,American,Gene Kelly,"Gene Kelly, Tamara Toumanova, Belita",musical
6577,1956,The Iron Petticoat,American,Ralph Thomas,"Katharine Hepburn, Bob Hope",comedy
6578,1956,It Conquered the World,American,Roger Corman,"Peter Graves, Beverly Garland",science fiction
6579,1956,Johnny Concho,American,Don McGuire,"Frank Sinatra, Phyllis Kirk",drama
6580,1956,Jubal,American,Delmer Daves,"Glenn Ford, Ernest Borgnine, Felicia Farr, Rod Steiger",western
6581,1956,Julie,American,Andrew L. Stone,"Doris Day, Louis Jourdan",thriller
6582,1956,The Killer Is Loose,American,Budd Boetticher,"Joseph Cotten, Rhonda Fleming, Wendell Corey, Alan Hale, Jr.",film noir
6583,1956,The Killing,American,Stanley Kubrick,"Sterling Hayden, Coleen Gray, Marie Windsor, Vince Edwards",film noir
6584,1956,The King and Four Queens,American,Raoul Walsh,"Clark Gable, Eleanor Parker",western
6585,1956,The King and I,American,Walter Lang,"Yul Brynner, Deborah Kerr",musical
6586,1956,A Kiss Before Dying,American,Gerd Oswald,"Robert Wagner, Joanne Woodward, Virginia Leith",thriller
6587,1956,The Last Hunt,American,Richard Brooks,"Robert Taylor, Stewart Granger",western
6588,1956,The Last Wagon,American,Delmer Daves,"Richard Widmark, Felicia Farr",western
6589,1956,The Leather Saint,American,Alvin Ganzer,"Paul Douglas, John Derek",drama
6590,1956,The Lieutenant Wore Skirts,American,Frank Tashlin,"Tom Ewell, Sheree North",comedy
6591,1956,Lisbon,American,Ray Milland,"Maureen O'Hara, Yvonne Furneaux",crime
6592,1956,The Lone Ranger,American,Stuart Heisler,"Clayton Moore, Jay Silverheels",western
6593,1956,Lust for Life,American,"Vincente Minnelli, George Cukor","Kirk Douglas, Anthony Quinn",biography
6594,1956,Magnificent Roughnecks,American,Sherman A. Rose,"Jack Carson, Mickey Rooney, Nancy Gates",comedy
6595,1956,The Man in the Gray Flannel Suit,American,Nunnally Johnson,"Gregory Peck, Jennifer Jones, Keenan Wynn, Lee J. Cobb",drama
6596,1956,Man in the Vault,American,Andrew V. McLaglen,"Anita Ekberg, Karen Sharpe",crime
6597,1956,The Man Is Armed,American,Franklin Adreon,"Dane Clark, William Talman, May Wynn",crime
6598,1956,The Man Who Knew Too Much,American,Alfred Hitchcock,"Doris Day, James Stewart",film noir
6599,1956,The Man Who Never Was,American,Ronald Neame,"Clifton Webb, Gloria Grahame",drama
6600,1956,Manfish,American,W. Lee Wilder,"John Bromfield, Lon Chaney Jr.",adventure
6601,1956,The Maverick Queen,American,Joseph Kane,"Barbara Stanwyck, Barry Sullivan",western
6602,1956,Miami Expose,American,Fred F. Sears,"Lee J. Cobb, Patricia Medina",crime drama
6603,1956,Miracle in the Rain,American,Rudolph Maté,"Jane Wyman, Van Johnson",romance
6604,1956,Moby Dick,American,John Huston,"Gregory Peck, Richard Basehart, James Robertson Justice",adventure
6605,1956,Mohawk,American,Kurt Neumann,"Scott Brady, Allison Hayes, Lori Nelson, Rita Gam",western
6606,1956,The Mole People,American,Virgil W. Vogel,"John Agar, Hugh Beaumont",science fiction
6607,1956,The Mountain,American,Edward Dmytryk,"Spencer Tracy, Robert Wagner, Claire Trevor",drama
6609,1956,Mucho Mouse,American,Hanna-Barbera,Tom and Jerry,animation
6610,1956,Muscle Beach Tom,American,Hanna-Barbera,Tom and Jerry,animation
6611,1956,Never Say Goodbye,American,Jerry Hopper,"Rock Hudson, Cornell Borchers",romance
6612,1956,Nightmare,American,Maxwell Shane,"Edward G. Robinson, Kevin McCarthy, Connie Russell",film noir
6613,1956,The Oklahoma Woman,American,Roger Corman,"Peggie Castle, Richard Denning",western
6614,1956,On the Threshold of Space,American,Robert D. Webb,"Guy Madison, Virginia Leith, John Hodiak",science fiction
6615,1956,The Opposite Sex,American,David Miller,"June Allyson, Joan Collins, Ann Sheridan, Ann Miller",musical
6616,1956,Our Miss Brooks,American,Al Lewis,"Eve Arden, Gale Gordon",comedy
6617,1956,Outside the Law,American,Jack Arnold,"Ray Danton, Leigh Snowden, Grant Williams",film noir
6618,1956,Over-Exposed,American,Lewis Seiler,"Cleo Moore, Richard Crenna",film noir
6619,1956,Pardners,American,Norman Taurog,"Dean Martin, Jerry Lewis, Agnes Moorehead, Lori Nelson",western comedy
6620,1956,Patterns,American,Fielder Cook,"Van Heflin, Everett Sloane, Ed Begley, Beatrice Straight",drama
6621,1956,Perils of the Wilderness,American,Spencer Bennet,"Evelyn Anderson, Dennis Moore",serial
6622,1956,Pillars of the Sky,American,George Marshall,"Jeff Chandler, Dorothy Malone",western
6623,1956,Please Murder Me,American,Peter Godfrey,"Raymond Burr, Angela Lansbury",film noir
6624,1956,The Power and the Prize,American,Henry Koster,"Robert Taylor, Burl Ives",drama
6625,1956,The Price of Fear,American,Abner Biberman,"Merle Oberon, Lex Barker",film noir
6626,1956,The Proud and Profane,American,George Seaton,"William Holden, Deborah Kerr",drama
6627,1956,The Proud Ones,American,Robert D. Webb,"Robert Ryan, Virginia Mayo",western
6628,1956,Rabbitson Crusoe,American,Friz Freleng,Bugs Bunny,animation
6629,1956,The Rack,American,Arnold Laven,"Paul Newman, Wendell Corey, Walter Pidgeon, Anne Francis",war drama
6630,1956,The Rainmaker,American,Joseph Anthony,"Katharine Hepburn, Burt Lancaster, Wendell Corey",drama
6631,1956,Ransom!,American,Alex Segal,"Glenn Ford, Donna Reed, Leslie Nielsen",crime drama
6632,1956,Raw Edge,American,John Sherwood,"Rory Calhoun, Yvonne De Carlo",western
6633,1956,The Rawhide Years,American,Rudolph Maté,"Tony Curtis, Colleen Miller, Arthur Kennedy",western
6634,1956,Rebel in Town,American,Alfred L. Werker,"Ruth Roman, John Payne",western
6635,1956,Red Sundown,American,Jack Arnold,"Rory Calhoun, Martha Hyer, Dean Jagger",western
6636,1956,The Revolt of Mamie Stover,American,Raoul Walsh,"Jane Russell, Richard Egan",drama
6637,1956,Rock Around the Clock,American,Fred F. Sears,Bill Haley & His Comets,musical
6638,1956,"Rock, Pretty Baby",American,Richard Bartlett,"Sal Mineo, John Saxon, Luana Patten",comedy
6639,1956,Rumble on the Docks,American,Fred F. Sears,"James Darren, Michael Granger",crime
6640,1956,Rumpus in the Harem,American,Jules White,Three Stooges,short
6641,1956,Runaway Daughters,American,Edward Cahn,"Marla English, Mary Ellen Kay, Anna Sten",drama
6642,1956,Running Target,American,Marvin Weinstein,Doris Dowling,western
6643,1956,Run for the Sun,American,Roy Boulting,"Richard Widmark, Trevor Howard, Jane Greer",adventure
6644,1956,The Scarlet Hour,American,Michael Curtiz,"Carol Ohmart, Tom Tryon",film noir
6645,1956,Scheming Schemers,American,Jules White,Three Stooges,short
6646,1956,Screaming Eagles,American,Charles F. Haas,"Tom Tryon, Martin Milner",war
6647,1956,The Searchers,American,John Ford,"John Wayne, Jeffrey Hunter, Vera Miles, Ward Bond, Ken Curtis, Natalie Wood",western
6648,1956,Serenade,American,Anthony Mann,"Mario Lanza, Joan Fontaine, Sara Montiel",musical
6649,1956,Seven Men from Now,American,Budd Boetticher,"Randolph Scott, Lee Marvin",western
6650,1956,The Sharkfighters,American,Jerry Hopper,"Victor Mature, Karen Steele",adventure
6651,1956,The She-Creature,American,Edward L. Cahn,"Marla English, Chester Morris",sci
6652,1956,Slander,American,Roy Rowland,"Van Johnson, Ann Blyth",drama
6653,1956,Slightly Scarlet,American,Allan Dwan,"John Payne, Rhonda Fleming, Arlene Dahl",film noir
6654,1956,The Solid Gold Cadillac,American,Richard Quine,"Judy Holliday, Paul Douglas",comedy
6655,1956,Somebody Up There Likes Me,American,Robert Wise,"Paul Newman, Pier Angeli, Sal Mineo",drama
6656,1956,Stagecoach to Fury,American,William Claxton,"Forrest Tucker, Mari Blanchard",western
6657,1956,Star in the Dust,American,Charles F. Haas,"John Agar, Mamie Van Doren, Richard Boone",western
6658,1956,The Steel Jungle,American,Walter Doniger,"Perry Lopez, Beverly Garland, Walter Abel",crime
6659,1956,Strange Intruder,American,Irving Rapper,"Ida Lupino, Edmund Purdom",drama
6660,1956,Stranger at My Door,American,William Witney,"Macdonald Carey, Patricia Medina",western
6661,1956,The Swan,American,Charles Vidor,"Grace Kelly, Louis Jourdan, Alec Guinness",romance
6662,1956,Tea and Sympathy,American,Vincente Minnelli,"Deborah Kerr, John Kerr",drama
6663,1956,The Teahouse of the August Moon,American,Daniel Mann,"Marlon Brando, Glenn Ford",comedy
6664,1956,Teenage Rebel,American,Edmund Goulding,"Ginger Rogers, Michael Rennie",drama
6665,1956,The Ten Commandments,American,Cecil B. DeMille,"Charlton Heston, Yul Brynner, Edward G. Robinson, Anne Baxter, Yvonne De Carlo, Debra Paget, John Derek, Vincent Price, Martha Scott, Judith Anderson, Nina Foch",paramount
6666,1956,Tension at Table Rock,American,Charles Marquis Warren,"Dorothy Malone, Richard Egan",western
6667,1956,Terror at Midnight,American,Franklin Adreon,"Scott Brady, Joan Vohs",crime
6668,1956,That Certain Feeling,American,Melvin Frank,"Bob Hope, Eva Marie Saint, Pearl Bailey, George Sanders, Jerry Mathers",comedy
6669,1956,There's Always Tomorrow,American,Douglas Sirk,"Barbara Stanwyck, Fred MacMurray, Joan Bennett, Patricia Crowley",melodrama
6670,1956,These Wilder Years,American,Roy Rowland,"James Cagney, Barbara Stanwyck",drama
6671,1956,Three Bad Sisters,American,Gilbert Kay,"Marla English, John Bromfield",drama
6672,1956,Three Brave Men,American,Philip Dunne,"Ray Milland, Ernest Borgnine, Nina Foch",drama
6673,1956,Time Table,American,Mark Stevens,"Mark Stevens, Felicia Farr",film noir
6674,1956,Timid Tabby,American,Hanna-Barbera,Tom and Jerry,animation
6675,1956,Tom's Photo Finish,American,Hanna-Barbera,Tom and Jerry,animation
6676,1956,Toward the Unknown,American,Mervyn LeRoy,"William Holden, Virginia Leith",drama
6677,1956,The Toy Tiger,American,Jerry Hopper,"Laraine Day, Jeff Chandler",comedy
6678,1956,Trapeze,American,Carol Reed,"Burt Lancaster, Tony Curtis, Gina Lollobrigida, Katy Jurado, Thomas Gomez",drama
6679,1956,Tribute to a Bad Man,American,Robert Wise,"James Cagney, Stephen McNally, Don Dubbins, Irene Papas, Vic Morrow",western
6680,1956,The Unguarded Moment,American,Harry Keller,"Esther Williams, George Nader, John Saxon, Edward Andrews",film noir
6681,1956,Uranium Boom,American,William Castle,"Dennis Morgan, William Talman",drama
6682,1956,The Vagabond King,American,Michael Curtiz,"Kathryn Grayson, Rita Moreno",adventure
6683,1956,The Violent Years,American,William Morgan,Jean Moorhead,crime
6684,1956,Walk the Proud Land,American,Jesse Hibbs,"Audie Murphy, Anne Bancroft",western
6685,1956,The Werewolf,American,Fred F. Sears,"Joyce Holden, Steven Ritch",horror
6686,1956,Westward Ho the Wagons!,American,William Beaudine,"Fess Parker, Kathleen Crowley",western
6687,1956,While the City Sleeps,American,Fritz Lang,"Dana Andrews, Vincent Price, Ida Lupino, Howard Duff, Rhonda Fleming, George Sanders",film noir
6688,1956,Wideo Wabbit,American,,Bugs Bunny,animation
6689,1956,The Wild Party,American,Harry Horner,"Anthony Quinn, Carol Ohmart",drama
6690,1956,A Woman's Devotion,American,Paul Henreid,"Janice Rule, Ralph Meeker",film noir
6691,1956,The Women of Pitcairn Island,American,Jean Yarbrough,"Lynn Bari, Sue England",drama
6692,1956,World in My Corner,American,Jesse Hibbs,"Audie Murphy, Barbara Rush",drama
6693,1956,World Without End,American,Edward Bernds,"Hugh Marlowe, Nancy Gates",science fiction
6694,1956,Written on the Wind,American,Douglas Sirk,"Rock Hudson, Lauren Bacall, Robert Stack, Dorothy Malone",drama
6695,1956,The Wrong Man,American,Alfred Hitchcock,"Henry Fonda, Vera Miles",film noir
6696,1956,X the Unknown,American,Leslie Norman,"Dean Jagger, Edward Chapman",sci
6697,1956,You Can't Run Away from It,American,Dick Powell,"June Allyson, Jack Lemmon, Charles Bickford",musical
6698,1957,3:10 to Yuma,American,Delmer Daves,"Glenn Ford, Van Heflin, Felicia Farr, Richard Jaeckel",western
6699,1957,5 Steps to Danger,American,Henry S. Kesler,"Ruth Roman, Sterling Hayden",spy film
6700,1957,12 Angry Men,American,Sidney Lumet,"Lee J. Cobb, Henry Fonda,",drama
6701,1957,20 Million Miles to Earth,American,Nathan H. Juran,"William Hopper, Joan Taylor, Frank Puglia",science fiction
6702,1957,The 27th Day,American,William Asher,"Gene Barry, Valerie French",sci
6703,1957,The Abductors,American,Andrew V. McLaglen,"Victor McLaglen, George Macready, Fay Spain",crime drama
6704,1957,Across the Bridge,American,Ken Annakin,"Rod Steiger, Bernard Lee, Marla Landi",drama
6705,1957,Affair in Havana,American,László Benedek,"John Cassavetes, Sara Shane, Raymond Burr",drama
6706,1957,An Affair to Remember,American,Leo McCarey,"Cary Grant, Deborah Kerr, Cathleen Nesbitt, Richard Denning",romance
6708,1957,All Mine to Give,American,Allen Reisner,"Glynis Johns, Cameron Mitchell, Patty McCormack",melodrama
6709,1957,The Amazing Colossal Man,American,Bert I. Gordon,"Glenn Langan, Cathy Downs",sci
6710,1957,Appointment with a Shadow,American,Richard Carlson,"George Nader, Joanna Moore, Brian Keith, Virginia Field",film noir
6711,1957,April Love,American,Henry Levin,"Pat Boone, Shirley Jones, Arthur O'Connell",romance
6712,1957,The Astounding She-Monster,American,Ronald Ashcroft,"Robert Clarke, Kenne Duncan",sci
6713,1957,Attack of the Crab Monsters,American,Roger Corman,"Richard Garland, Pamela Duncan",science fiction
6714,1957,Baby Face Nelson,American,Don Siegel,"Mickey Rooney, Carolyn Jones, Cedric Hardwicke",biography
6715,1957,The Bachelor Party,American,Delbert Mann,"Don Murray, Eddie Albert, Carolyn Jones",comedy
6716,1957,Back from the Dead,American,Charles Warren,"Peggie Castle, Marsha Hunt",horror
6717,1957,"Bailout at 43,000",American,Francis D. Lyon,"John Payne, Karen Steele",war
